,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000
1144,3673,"Bowil, Linden, Oberhünigen",1.0,0.0007739938080495357,0.7739938080495357,7.0,0.005417956656346749,5.41795665634675
1145,3674,"Oberdiessbach, Buchholterberg",4.0,0.01020408163265306,10.204081632653061,1.0,0.002551020408163265,2.5510204081632653
1146,3700,Spiez,35.0,0.003886729594669628,3.886729594669628,73.0,0.008106607440310939,8.106607440310938
1147,3702,"Aeschi bei Spiez, Spiez",3.0,0.004615384615384616,4.615384615384616,5.0,0.007692307692307693,7.6923076923076925
1148,3703,Aeschi bei Spiez,6.0,0.003084832904884319,3.084832904884319,8.0,0.004113110539845758,4.113110539845758
1149,3704,"Aeschi bei Spiez, Krattigen, Spiez",1.0,0.0008833922261484099,0.8833922261484098,7.0,0.006183745583038869,6.183745583038869
1150,3705,Spiez,4.0,0.003369839932603201,3.369839932603201,5.0,0.004212299915754001,4.212299915754001
1151,3706,"Därligen, Leissigen",5.0,0.005122950819672131,5.1229508196721305,7.0,0.007172131147540984,7.172131147540984
1152,3707,Därligen,1.0,0.0024509803921568627,2.450980392156863,,,
1153,3711,"Aeschi bei Spiez, Reichenbach im Kandertal, Wimmis",1.0,0.003215434083601286,3.215434083601286,2.0,0.006430868167202572,6.430868167202572
1154,3713,"Frutigen, Reichenbach im Kandertal",11.0,0.004639392661324336,4.639392661324336,6.0,0.0025305778152678194,2.5305778152678196
1155,3714,"Frutigen, Reichenbach im Kandertal",6.0,0.0009416195856873823,0.9416195856873822,28.0,0.004394224733207784,4.394224733207784
1156,3715,"Adelboden, Frutigen",,,,1.0,0.0002905287623474724,0.2905287623474724
1157,3716,"Frutigen, Kandergrund",,,,,,
1158,3717,Kandergrund,,,,,,
1159,3718,Kandersteg,3.0,0.0023094688221709007,2.3094688221709005,4.0,0.003079291762894534,3.079291762894534
1160,3722,Reichenbach im Kandertal,,,,4.0,0.007662835249042145,7.662835249042145
1161,3723,Reichenbach im Kandertal,,,,,,
1162,3724,Frutigen,1.0,0.004081632653061225,4.081632653061225,1.0,0.004081632653061225,4.081632653061225
1163,3725,"Adelboden, Frutigen",,,,3.0,0.006521739130434782,6.521739130434782
1164,3752,Wimmis,4.0,0.0016467682173734047,1.6467682173734046,9.0,0.0037052284890901604,3.7052284890901603
1165,3753,Diemtigen,4.0,0.005442176870748299,5.442176870748299,5.0,0.006802721088435374,6.802721088435374
1166,3754,"Diemtigen, Erlenbach im Simmental",5.0,0.011655011655011656,11.655011655011656,,,
1167,3755,Diemtigen,,,,1.0,0.00202020202020202,2.0202020202020203
1168,3756,Diemtigen,,,,1.0,0.004329004329004329,4.329004329004329
1169,3757,Diemtigen,,,,,,
1170,3758,Erlenbach im Simmental,,,,,,
1171,3762,Erlenbach im Simmental,2.0,0.001771479185119575,1.7714791851195748,2.0,0.001771479185119575,1.7714791851195748
1172,3763,Därstetten,,,,1.0,0.002257336343115124,2.257336343115124
1173,3764,"Därstetten, Oberwil im Simmental",,,,3.0,0.0069124423963133645,6.912442396313365
1174,3765,Oberwil im Simmental,,,,1.0,0.001303780964797914,1.303780964797914
1175,3766,"Oberwil im Simmental, Boltigen",3.0,0.0023237800154918666,2.3237800154918666,8.0,0.006196746707978312,6.196746707978312
1176,3770,"Boltigen, Zweisimmen",7.0,0.002819170358437374,2.819170358437374,9.0,0.003624647603705195,3.624647603705195
1177,3771,Zweisimmen,,,,6.0,0.016901408450704224,16.901408450704224
1178,3772,St. Stephan,,,,1.0,0.001215066828675577,1.215066828675577
1179,3773,"Lenk, St. Stephan",,,,,,
1180,3775,Lenk,2.0,0.0008254230293025176,0.8254230293025175,1.0,0.0004127115146512588,0.41271151465125877
1181,3776,Zweisimmen,,,,,,
1182,3777,"Zweisimmen, Saanen",,,,,,
1183,3778,Saanen,,,,,,
1184,3780,Saanen,2.0,0.0006626905235255136,0.6626905235255136,7.0,0.0023194168323392977,2.319416832339298
1185,3781,Saanen,,,,1.0,0.004149377593360996,4.149377593360996
1186,3782,Lauenen,,,,2.0,0.0024630541871921183,2.4630541871921183
1187,3783,Saanen,,,,,,
1188,3784,Gsteig,1.0,0.0022123893805309734,2.2123893805309733,2.0,0.004424778761061947,4.424778761061947
1189,3785,Gsteig,,,,1.0,0.0019267822736030828,1.9267822736030829
1190,3792,Saanen,,,,,,
1191,3800,"Beatenberg, Gsteigwiler, Interlaken, Matten bei Interlaken, Unterseen, Wilderswil",27.0,0.001751881650661822,1.751881650661822,62.0,0.004022839345964184,4.022839345964184
1192,3803,Beatenberg,4.0,0.003714020427112349,3.714020427112349,16.0,0.014856081708449397,14.856081708449397
1193,3804,Habkern,,,,,,
1194,3805,Ringgenberg (BE),7.0,0.00782122905027933,7.82122905027933,5.0,0.00558659217877095,5.58659217877095
1195,3806,Bönigen,6.0,0.002377179080824089,2.3771790808240887,7.0,0.0027733755942947703,2.7733755942947704
1196,3807,Iseltwald,,,,,,
1197,3812,Wilderswil,3.0,0.0012028869286287089,1.202886928628709,17.0,0.00681635926222935,6.8163592622293505
1198,3813,"Gsteigwiler, Saxeten",,,,,,
1199,3814,Gsteigwiler,,,,2.0,0.0049261083743842365,4.926108374384237
1200,3815,"Gündlischwand, Wilderswil",,,,,,
1201,3816,"Grindelwald, Lütschental",,,,2.0,0.005235602094240838,5.235602094240838
1202,3818,Grindelwald,5.0,0.001397428731134712,1.397428731134712,11.0,0.0030743432084963667,3.0743432084963667
1203,3822,Lauterbrunnen,,,,2.0,0.0023121387283236996,2.3121387283236996
1204,3823,"Grindelwald, Lauterbrunnen",,,,,,
1205,3824,Lauterbrunnen,,,,,,
1206,3825,Lauterbrunnen,,,,,,
1207,3826,Lauterbrunnen,,,,,,
1208,3852,Ringgenberg (BE),1.0,0.000578368999421631,0.578368999421631,2.0,0.001156737998843262,1.156737998843262
1209,3853,Niederried b. Interlaken,1.0,0.0027624309392265192,2.7624309392265194,1.0,0.0027624309392265192,2.7624309392265194
1210,3854,Oberried am Brienzersee,,,,,,
1211,3855,"Brienz (BE), Oberried am Brienzersee, Schwanden bei Brienz",4.0,0.0010825439783491205,1.0825439783491204,10.0,0.0027063599458728013,2.7063599458728014
1212,3856,"Brienz (BE), Brienzwiler, Meiringen",,,,,,
1213,3857,Meiringen,,,,2.0,0.007194244604316547,7.194244604316547
1214,3858,Hofstetten bei Brienz,,,,,,
1215,3860,"Meiringen, Schattenhalb",6.0,0.0012062726176115801,1.2062726176115801,22.0,0.004422999597909127,4.4229995979091274
1216,3862,Innertkirchen,,,,1.0,0.0011695906432748538,1.1695906432748537
1217,3863,Innertkirchen,,,,,,
1218,3864,Guttannen,,,,,,
1219,3900,"Brig-Glis, Ried-Brig, Termen",1.0,0.00020622808826562179,0.20622808826562178,1.0,0.00020622808826562179,0.20622808826562178
1220,3901,Ried-Brig,,,,,,
1221,3902,Brig-Glis,1.0,0.0001231830500123183,0.1231830500123183,,,
1222,3903,Naters,1.0,0.001215066828675577,1.215066828675577,,,
1223,3904,Naters,,,,5.0,0.0005762360262763627,0.5762360262763627
1224,3905,Saas-Almagell,,,,,,
1225,3906,Saas-Fee,,,,3.0,0.001838235294117647,1.838235294117647
1226,3907,"Simplon, Zwischbergen",,,,,,
1227,3908,Saas-Balen,,,,1.0,0.0027247956403269754,2.7247956403269753
1228,3910,"Saas-Fee, Saas-Grund",,,,,,
1229,3911,Ried-Brig,,,,3.0,0.001509813789632612,1.509813789632612
1230,3912,Termen,,,,,,
1231,3913,Termen,,,,,,
1232,3914,Naters,,,,,,
1233,3916,Ferden,1.0,0.004149377593360996,4.149377593360996,,,
1234,3917,"Ferden, Kippel",,,,,,
1235,3918,Wiler (Lötschen),,,,,,
1236,3919,Blatten,2.0,0.007042253521126761,7.042253521126761,,,
1237,3920,Zermatt,,,,1.0,0.0001733102253032929,0.1733102253032929
1238,3922,"Eisten, Embd, Stalden (VS), Visperterminen",,,,,,
1239,3923,Törbel,,,,,,
1240,3924,St. Niklaus,,,,,,
1241,3925,Grächen,,,,,,
1242,3926,Embd,,,,,,
1243,3927,St. Niklaus,,,,,,
1244,3928,Randa,,,,,,
1245,3929,Täsch,,,,,,
1246,3930,"Visp, Visperterminen",,,,1.0,0.00013329778725673153,0.13329778725673153
1247,3931,Lalden,,,,,,
1248,3932,Visperterminen,,,,,,
1249,3933,Staldenried,,,,,,
1250,3934,Zeneggen,,,,,,
1251,3935,Bürchen,,,,,,
1252,3937,Baltschieder,,,,,,
1253,3938,Ausserberg,,,,1.0,0.001584786053882726,1.5847860538827259
1254,3939,Eggerberg,,,,,,
1255,3940,Steg-Hohtenn,,,,,,
1256,3942,"Niedergesteln, Raron",,,,,,
1257,3943,Eischoll,,,,,,
1258,3944,Unterbäch,,,,,,
1259,3945,"Leuk, Gampel-Bratsch, Turtmann-Unterems",,,,1.0,0.000550357732526142,0.550357732526142
1260,3946,"Ergisch, Turtmann-Unterems",,,,,,
1261,3947,Ergisch,,,,,,
1262,3948,"Oberems, Turtmann-Unterems",,,,,,
1263,3949,Steg-Hohtenn,,,,,,
1264,3951,Agarn,,,,,,
1265,3952,Leuk,,,,,,
1266,3953,"Inden, Leuk, Varen",,,,,,
1267,3954,Leukerbad,,,,,,
1268,3955,Albinen,,,,,,
1269,3956,"Albinen, Leuk, Guttet-Feschel",,,,,,
1270,3957,"Leuk, Gampel-Bratsch",,,,,,
1271,3960,"Montana, Randogne, Sierre, Anniviers",,,,1.0,6.833868653044489e-05,0.06833868653044489
1272,3961,Anniviers,,,,,,
1273,3963,"Chermignon, Icogne, Lens, Mollens (VS), Montana, Randogne",,,,,,
1274,3965,"Chippis, Sierre",1.0,0.0005970149253731343,0.5970149253731344,,,
1275,3966,"Chalais, Sierre",,,,,,
1276,3967,Chalais,,,,,,
1277,3968,Veyras,,,,,,
1278,3970,"Leuk, Salgesch",,,,1.0,0.000689655172413793,0.689655172413793
1279,3971,"Chermignon, Lens, Sierre",,,,,,
1280,3972,"Miège, Mollens (VS)",2.0,0.0014825796886582653,1.4825796886582654,,,
1281,3973,"Randogne, Venthône",,,,,,
1282,3974,"Mollens (VS), Randogne",,,,,,
1283,3975,Randogne,,,,,,
1284,3976,"Chermignon, Montana, Sierre",,,,,,
1285,3977,Sierre,,,,,,
1286,3978,Lens,,,,,,
1287,3979,Grône,,,,,,
1288,3982,"Termen, Bitsch, Riederalp",,,,,,
1289,3983,"Bister, Riederalp, Mörel-Filet, Bettmeralp",,,,,,
1290,3984,"Fiesch, Fieschertal",,,,,,
1291,3985,Münster-Geschinen,,,,,,
1292,3986,Riederalp,,,,,,
1293,3987,Riederalp,,,,1.0,0.004166666666666667,4.166666666666667
1294,3988,Obergoms,,,,,,
1295,3989,"Blitzingen, Niederwald, Grafschaft",,,,,,
1296,3991,Bettmeralp,,,,,,
1297,3992,Bettmeralp,1.0,0.0033003300330033004,3.3003300330033003,,,
1298,3993,Grengiols,,,,,,
1299,3994,"Lax, Bettmeralp",,,,,,
1300,3995,Ernen,,,,,,
1301,3996,Binn,,,,,,
1302,3997,Bellwald,,,,,,
1303,3998,Reckingen-Gluringen,,,,,,
1304,3999,Obergoms,,,,,,
1305,4000,,,,,,,
1306,4001,Basel,,,,1.0,0.003676470588235294,3.676470588235294
1307,4051,Basel,,,,2.0,0.0002231644722160232,0.2231644722160232
1308,4052,"Basel, Münchenstein",,,,1.0,4.922228785193936e-05,0.049222287851939356
1309,4053,"Basel, Binningen",1.0,4.7025628967787444e-05,0.04702562896778745,3.0,0.00014107688690336235,0.14107688690336234
1310,4054,Basel,,,,,,
1311,4055,Basel,,,,,,
1312,4056,Basel,1.0,4.8090795421756275e-05,0.048090795421756274,1.0,4.8090795421756275e-05,0.048090795421756274
1313,4057,Basel,2.0,7.192174913693901e-05,0.07192174913693901,,,
1314,4058,"Basel, Riehen",2.0,8.639682059700203e-05,0.08639682059700203,1.0,4.3198410298501014e-05,0.043198410298501015
1315,4059,Basel,1.0,0.00015878056525881233,0.15878056525881232,,,
1316,4101,"Binningen, Bottmingen",,,,,,
1317,4102,"Binningen, Bottmingen",,,,,,
1318,4103,Bottmingen,,,,,,
1319,4104,Oberwil (BL),1.0,9.160025648071815e-05,0.09160025648071815,,,
1320,4105,Biel-Benken,,,,1.0,0.00030129557095510696,0.30129557095510695
1321,4106,Therwil,2.0,0.00020092425155716296,0.20092425155716295,1.0,0.00010046212577858148,0.10046212577858148
1322,4107,Ettingen,,,,,,
1323,4108,Witterswil,,,,,,
1324,4112,"Bättwil, Hofstetten-Flüh",,,,,,
1325,4114,Hofstetten-Flüh,,,,,,
1326,4115,"Hofstetten-Flüh, Metzerlen-Mariastein",,,,,,
1327,4116,Metzerlen-Mariastein,,,,,,
1328,4117,Burg im Leimental,,,,,,
1329,4118,Rodersdorf,,,,,,
1330,4123,Allschwil,2.0,9.798637989319484e-05,0.09798637989319485,,,
1331,4124,Schönenbuch,,,,,,
1332,4125,Riehen,,,,1.0,4.81370944449793e-05,0.0481370944449793
1333,4126,Bettingen,,,,,,
1334,4127,"Birsfelden, Muttenz",1.0,9.35103796521414e-05,0.09351037965214139,,,
1335,4132,Muttenz,,,,,,
1336,4133,"Muttenz, Augst, Frenkendorf, Pratteln",,,,3.0,0.0001918281220026856,0.1918281220026856
1337,4142,"Münchenstein, Muttenz",,,,2.0,0.0001682935038707506,0.1682935038707506
1338,4143,Dornach,,,,1.0,0.00015372790161414298,0.153727901614143
1339,4144,"Arlesheim, Reinach (BL)",2.0,0.00021891418563922942,0.21891418563922943,2.0,0.00021891418563922942,0.21891418563922943
1340,4145,Gempen,,,,,,
1341,4146,Hochwald,,,,1.0,0.0007776049766718507,0.7776049766718507
1342,4147,"Aesch (BL), Pfeffingen, Duggingen",,,,,,
1343,4148,Pfeffingen,,,,,,
1344,4153,"Aesch (BL), Münchenstein, Reinach (BL), Therwil",1.0,5.306728932286139e-05,0.05306728932286139,1.0,5.306728932286139e-05,0.05306728932286139
1345,4202,Duggingen,,,,,,
1346,4203,"Duggingen, Grellingen",,,,,,
1347,4204,Himmelried,,,,,,
1348,4206,Seewen,,,,,,
1349,4207,Bretzwil,,,,,,
1350,4208,Nunningen,,,,,,
1351,4222,Zwingen,,,,1.0,0.00044603033006244426,0.44603033006244425
1352,4223,Blauen,,,,2.0,0.0028208744710860366,2.8208744710860367
1353,4224,Nenzlingen,,,,,,
1354,4225,Brislach,,,,2.0,0.00125,1.25
1355,4226,Breitenbach,,,,,,
1356,4227,Büsserach,,,,1.0,0.00046685340802987864,0.4668534080298786
1357,4228,Erschwil,1.0,0.0011235955056179776,1.1235955056179776,,,
1358,4229,"Mümliswil-Ramiswil, Beinwil (SO), Lauwil",,,,,,
1359,4232,Fehren,,,,,,
1360,4233,Meltingen,,,,,,
1361,4234,Zullwil,,,,,,
1362,4242,"Brislach, Laufen, Zwingen",2.0,0.00036483035388544326,0.36483035388544327,4.0,0.0007296607077708865,0.7296607077708865
1363,4243,Dittingen,,,,,,
1364,4244,Röschenz,,,,2.0,0.0010869565217391304,1.0869565217391304
1365,4245,"Kleinlützel, Roggenburg",,,,1.0,0.0007961783439490446,0.7961783439490446
1366,4246,"Laufen, Wahlen",,,,5.0,0.0035410764872521247,3.5410764872521248
1367,4247,Grindel,,,,,,
1368,4252,"Bärschwil, Laufen",,,,,,
1369,4253,"Bärschwil, Liesberg",,,,,,
1370,4254,Liesberg,,,,,,
1371,4302,"Augst, Pratteln",2.0,0.0023894862604540022,2.389486260454002,,,
1372,4303,"Augst, Giebenach, Kaiseraugst",,,,,,
1373,4304,Giebenach,,,,,,
1374,4305,"Arisdorf, Magden, Olsberg",,,,,,
1375,4310,Rheinfelden,20.0,0.0015550890288469014,1.5550890288469015,7.0,0.0005442811600964155,0.5442811600964155
1376,4312,Magden,,,,,,
1377,4313,"Möhlin, Rheinfelden",,,,3.0,0.0002782415136338342,0.2782415136338342
1378,4314,Zeiningen,,,,2.0,0.0008869179600886918,0.8869179600886918
1379,4315,"Zeiningen, Zuzgen",,,,3.0,0.0034562211981566822,3.4562211981566824
1380,4316,Hellikon,,,,,,
1381,4317,Wegenstetten,,,,,,
1382,4322,Mumpf,,,,,,
1383,4323,"Wallbach, Zeiningen",,,,,,
1384,4324,Obermumpf,,,,1.0,0.000980392156862745,0.9803921568627451
1385,4325,Schupfart,,,,1.0,0.001321003963011889,1.321003963011889
1386,4332,Stein (AG),,,,1.0,0.0003205128205128205,0.32051282051282054
1387,4333,Münchwilen (AG),,,,,,
1388,4334,Sisseln,,,,,,
1389,4402,"Frenkendorf, Pratteln",,,,,,
1390,4410,"Bubendorf, Liestal",1.0,7.163836951070993e-05,0.07163836951070994,3.0,0.0002149151085321298,0.2149151085321298
1391,4411,Seltisberg,,,,,,
1392,4412,"Nuglar-St. Pantaleon, Seltisberg",,,,,,
1393,4413,Büren (SO),,,,,,
1394,4414,Füllinsdorf,1.0,0.0002277385561375541,0.2277385561375541,,,
1395,4415,"Lausen, Liestal",,,,7.0,0.0013877874702616971,1.387787470261697
1396,4416,Bubendorf,,,,,,
1397,4417,Ziefen,,,,1.0,0.0006447453255963894,0.6447453255963894
1398,4418,"Mümliswil-Ramiswil, Lauwil, Reigoldswil, Waldenburg",,,,,,
1399,4419,Lupsingen,,,,,,
1400,4421,Nuglar-St. Pantaleon,,,,,,
1401,4422,"Arisdorf, Liestal",,,,3.0,0.0018975332068311196,1.8975332068311195
1402,4423,Hersberg,,,,,,
1403,4424,"Arboldswil, Niederdorf",,,,,,
1404,4425,"Arboldswil, Titterten",,,,,,
1405,4426,Lauwil,,,,,,
1406,4431,"Bennwil, Niederdorf",,,,3.0,0.004754358161648178,4.754358161648177
1407,4432,Lampenberg,,,,1.0,0.001968503937007874,1.968503937007874
1408,4433,Ramlinsburg,,,,,,
1409,4434,"Bennwil, Hölstein",,,,2.0,0.0008396305625524769,0.8396305625524769
1410,4435,"Niederdorf, Oberdorf (BL)",,,,1.0,0.0005672149744753262,0.5672149744753262
1411,4436,"Liedertswil, Niederdorf, Oberdorf (BL)",,,,5.0,0.001961553550411926,1.9615535504119261
1412,4437,"Oberdorf (BL), Waldenburg",,,,7.0,0.005902192242833052,5.902192242833052
1413,4438,"Holderbank (SO), Hägendorf, Langenbruck, Waldenburg",,,,,,
1414,4441,Thürnen,,,,,,
1415,4442,"Diepflingen, Wittinsburg",,,,,,
1416,4443,"Tenniken, Wittinsburg",,,,,,
1417,4444,"Buckten, Gelterkinden, Rümlingen, Wittinsburg",,,,,,
1418,4445,"Buckten, Häfelfingen",,,,,,
1419,4446,"Buckten, Läufelfingen",,,,,,
1420,4447,"Buckten, Känerkinden, Diegten",,,,,,
1421,4448,"Häfelfingen, Läufelfingen, Diegten",1.0,0.0007530120481927711,0.7530120481927711,1.0,0.0007530120481927711,0.7530120481927711
1422,4450,"Böckten, Itingen, Sissach, Thürnen",,,,4.0,0.0006167129201356768,0.6167129201356768
1423,4451,"Maisprach, Wintersingen",,,,,,
1424,4452,Itingen,,,,4.0,0.0019398642095053346,1.9398642095053347
1425,4453,Nusshof,,,,,,
1426,4455,Zunzgen,,,,,,
1427,4456,"Tenniken, Diegten",,,,1.0,0.0011198208286674132,1.1198208286674132
1428,4457,"Bennwil, Diegten, Hölstein",,,,1.0,0.0006230529595015577,0.6230529595015577
1429,4458,"Läufelfingen, Eptingen",,,,,,
1430,4460,"Gelterkinden, Ormalingen",,,,,,
1431,4461,Böckten,,,,2.0,0.0024813895781637717,2.4813895781637716
1432,4462,"Buus, Rickenbach (BL)",,,,,,
1433,4463,Buus,,,,1.0,0.0010482180293501049,1.0482180293501049
1434,4464,Maisprach,,,,,,
1435,4465,"Hemmiken, Ormalingen, Hellikon",,,,,,
1436,4466,"Hemmiken, Ormalingen",,,,,,
1437,4467,Rothenfluh,,,,1.0,0.0012787723785166241,1.278772378516624
1438,4468,Kienberg,,,,,,
1439,4469,Anwil,,,,,,
1440,4492,"Tecknau, Wenslingen",,,,2.0,0.002325581395348837,2.3255813953488373
1441,4493,"Kilchberg (BL), Oltingen, Wenslingen",,,,,,
1442,4494,Oltingen,,,,,,
1443,4495,"Wenslingen, Zeglingen",,,,,,
1444,4496,Kilchberg (BL),,,,,,
1445,4497,Rünenberg,,,,1.0,0.0012903225806451613,1.2903225806451613
1446,4500,"Biberist, Bellach, Langendorf, Rüttenen, Solothurn",33.0,0.0019398071949212321,1.939807194921232,27.0,0.0015871149776628263,1.5871149776628264
1447,4512,"Bellach, Lommiswil",4.0,0.000777302759424796,0.777302759424796,18.0,0.003497862417411582,3.4978624174115818
1448,4513,Langendorf,7.0,0.0018503832936822627,1.8503832936822626,3.0,0.0007930214115781126,0.7930214115781126
1449,4514,Lommiswil,1.0,0.0006988120195667365,0.6988120195667366,9.0,0.006289308176100629,6.289308176100629
1450,4515,Oberdorf (SO),,,,,,
1451,4522,"Oberdorf (SO), Rüttenen",3.0,0.00234009360374415,2.3400936037441498,2.0,0.0015600624024961,1.5600624024960998
1452,4523,Riedholz,,,,,,
1453,4524,"Balm bei Günsberg, Günsberg",2.0,0.0017050298380221654,1.7050298380221653,3.0,0.0025575447570332483,2.557544757033248
1454,4525,Balm bei Günsberg,2.0,0.011494252873563218,11.494252873563218,,,
1455,4528,"Biberist, Zuchwil",11.0,0.0012398557258791703,1.2398557258791703,18.0,0.0020288548241659153,2.0288548241659154
1456,4532,"Feldbrunnen-St. Niklaus, Rüttenen",1.0,0.0009950248756218905,0.9950248756218905,2.0,0.001990049751243781,1.990049751243781
1457,4533,Riedholz,4.0,0.0020757654385054488,2.075765438505449,10.0,0.005189413596263622,5.1894135962636225
1458,4534,Flumenthal,4.0,0.004136504653567736,4.1365046535677354,4.0,0.004136504653567736,4.1365046535677354
1459,4535,"Hubersdorf, Kammersrohr",,,,2.0,0.002663115845539281,2.663115845539281
1460,4536,"Attiswil, Wangen an der Aare",11.0,0.007829181494661922,7.829181494661922,9.0,0.006405693950177936,6.405693950177936
1461,4537,Wiedlisbach,2.0,0.0009103322712790169,0.9103322712790168,14.0,0.0063723258989531175,6.372325898953117
1462,4538,Oberbipp,3.0,0.0017814726840855108,1.7814726840855108,13.0,0.007719714964370546,7.719714964370546
1463,4539,"Farnern, Rumisberg",,,,1.0,0.0014705882352941176,1.4705882352941175
1464,4542,"Deitingen, Luterbach",6.0,0.001786777843954735,1.7867778439547348,10.0,0.0029779630732578916,2.9779630732578917
1465,4543,Deitingen,7.0,0.0031291908806437194,3.129190880643719,9.0,0.004023245417970496,4.023245417970496
1466,4552,"Derendingen, Luterbach",10.0,0.0015832805573147563,1.5832805573147564,11.0,0.0017416086130462318,1.7416086130462318
1467,4553,Subingen,14.0,0.004579653254824992,4.579653254824993,9.0,0.002944062806673209,2.944062806673209
1468,4554,"Etziken, Hüniken",4.0,0.004634994206257242,4.634994206257242,16.0,0.01853997682502897,18.53997682502897
1469,4556,"Niederönz, Aeschi (SO), Bolken",2.0,0.0010995052226498076,1.0995052226498077,14.0,0.007696536558548653,7.696536558548653
1470,4557,Horriwil,,,,5.0,0.005787037037037037,5.787037037037036
1471,4558,Drei Höfe,4.0,0.0053404539385847796,5.34045393858478,,,
1472,4562,Biberist,21.0,0.002654196157735086,2.654196157735086,27.0,0.003412537917087968,3.4125379170879677
1473,4563,"Gerlafingen, Obergerlafingen",10.0,0.002034587995930824,2.0345879959308237,8.0,0.0016276703967446592,1.627670396744659
1474,4564,"Zielebach, Obergerlafingen",2.0,0.0013783597518952446,1.3783597518952446,15.0,0.010337698139214336,10.337698139214336
1475,4565,Recherswil,8.0,0.004501969611705121,4.501969611705121,5.0,0.0028137310073157004,2.8137310073157002
1476,4566,"Halten, Kriegstetten, Oekingen",6.0,0.002033898305084746,2.0338983050847457,5.0,0.001694915254237288,1.694915254237288
1477,4571,Lüterkofen-Ichertswil,2.0,0.0026917900403768506,2.6917900403768504,2.0,0.0026917900403768506,2.6917900403768504
1478,4573,"Bätterkinden, Lohn-Ammannsegg",6.0,0.0022497187851518562,2.249718785151856,11.0,0.004124484439445069,4.1244844394450695
1479,4574,"Lüsslingen-Nennigkofen, Biberist, Selzach",2.0,0.001951219512195122,1.951219512195122,,,
1480,4576,Buchegg,,,,2.0,0.010752688172043012,10.752688172043012
1481,4577,Buchegg,2.0,0.007722007722007722,7.722007722007723,,,
1482,4578,Buchegg,,,,1.0,0.004219409282700422,4.219409282700422
1483,4579,Buchegg,2.0,0.0106951871657754,10.695187165775401,1.0,0.0053475935828877,5.347593582887701
1484,4581,Buchegg,,,,,,
1485,4582,Buchegg,,,,2.0,0.009900990099009901,9.900990099009901
1486,4583,Buchegg,,,,2.0,0.0036900369003690036,3.6900369003690034
1487,4584,Lüterswil-Gächliwil,1.0,0.003134796238244514,3.134796238244514,6.0,0.018808777429467086,18.808777429467085
1488,4585,Biezwil,2.0,0.006060606060606061,6.0606060606060606,5.0,0.015151515151515152,15.151515151515152
1489,4586,Buchegg,,,,1.0,0.003076923076923077,3.076923076923077
1490,4587,Buchegg,,,,3.0,0.013574660633484163,13.574660633484163
1491,4588,"Messen, Unterramsern, Buchegg",3.0,0.007556675062972292,7.556675062972292,6.0,0.015113350125944584,15.113350125944583
1492,4600,"Trimbach, Olten, Starrkirch-Wil",6.0,0.0003451449608835711,0.3451449608835711,12.0,0.0006902899217671422,0.6902899217671422
1493,4612,Wangen bei Olten,3.0,0.0006025306286402892,0.6025306286402893,6.0,0.0012050612572805785,1.2050612572805786
1494,4613,Rickenbach (SO),1.0,0.0011534025374855825,1.1534025374855825,1.0,0.0011534025374855825,1.1534025374855825
1495,4614,"Gunzgen, Hägendorf",2.0,0.0004190236748376283,0.4190236748376283,6.0,0.001257071024512885,1.257071024512885
1496,4615,Hägendorf,,,,,,
1497,4616,Kappel (SO),3.0,0.0009874917709019092,0.9874917709019092,1.0,0.0003291639236339697,0.3291639236339697
1498,4617,Gunzgen,2.0,0.0012070006035003018,1.2070006035003018,1.0,0.0006035003017501509,0.6035003017501509
1499,4618,"Boningen, Kappel (SO)",,,,2.0,0.00267379679144385,2.6737967914438503
1500,4622,"Egerkingen, Hägendorf",2.0,0.0005884083553986466,0.5884083553986466,1.0,0.0002942041776993233,0.2942041776993233
1501,4623,Neuendorf,,,,7.0,0.0034636318654131617,3.463631865413162
1502,4624,Härkingen,,,,6.0,0.003911342894393742,3.911342894393742
1503,4625,Oberbuchsiten,1.0,0.00047080979284369113,0.4708097928436911,1.0,0.00047080979284369113,0.4708097928436911
1504,4626,Niederbuchsiten,2.0,0.0019193857965451055,1.9193857965451055,2.0,0.0019193857965451055,1.9193857965451055
1505,4628,Wolfwil,3.0,0.0014677103718199608,1.467710371819961,4.0,0.0019569471624266144,1.9569471624266144
1506,4629,Fulenbach,,,,,,
1507,4632,Trimbach,3.0,0.00046882325363338024,0.46882325363338023,4.0,0.0006250976715111736,0.6250976715111736
1508,4633,Hauenstein-Ifenthal,,,,,,
1509,4634,"Trimbach, Wisen (SO), Läufelfingen",,,,,,
1510,4652,Winznau,,,,5.0,0.002733734281027884,2.7337342810278837
1511,4653,Obergösgen,,,,,,
1512,4654,Lostorf,,,,,,
1513,4655,"Rohr (SO), Stüsslingen",,,,1.0,0.00088261253309797,0.88261253309797
1514,4656,Starrkirch-Wil,1.0,0.0005927682276229994,0.5927682276229994,2.0,0.0011855364552459987,1.1855364552459988
1515,4657,"Dulliken, Starrkirch-Wil",1.0,0.0002065688907250568,0.2065688907250568,1.0,0.0002065688907250568,0.2065688907250568
1516,4658,"Däniken, Gretzenbach",,,,4.0,0.0014250089063056644,1.4250089063056643
1517,4663,"Olten, Aarburg",5.0,0.0006605019815059445,0.6605019815059445,5.0,0.0006605019815059445,0.6605019815059445
