,PLZ,Ortsname,YB,YB_relativ,YB_pro_1000,SCB,SCB_relativ,SCB_pro_1000
1914,6295,Hitzkirch,,,,,,
1915,6300,"Baar, Steinhausen, Zug",2.0,7.526153383005946e-05,0.07526153383005946,5.0,0.00018815383457514864,0.18815383457514864
1916,6312,"Baar, Steinhausen",,,,3.0,0.0003194547971462038,0.3194547971462038
1917,6313,"Menzingen, Neuheim",,,,,,
1918,6314,"Baar, Menzingen, Oberägeri, Unterägeri, Zug",,,,1.0,0.00011678150181011328,0.11678150181011328
1919,6315,"Menzingen, Oberägeri, Unterägeri",1.0,0.00017050298380221653,0.17050298380221654,,,
1920,6317,Zug,,,,,,
1921,6318,"Arth, Walchwil, Zug",,,,,,
1922,6319,Baar,1.0,0.0007107320540156361,0.7107320540156361,1.0,0.0007107320540156361,0.7107320540156361
1923,6330,"Cham, Steinhausen, Zug",,,,1.0,7.579777154551656e-05,0.07579777154551656
1924,6331,"Cham, Hünenberg",4.0,0.0008038585209003215,0.8038585209003215,1.0,0.00020096463022508038,0.20096463022508038
1925,6332,"Cham, Hünenberg",,,,,,
1926,6333,Hünenberg,,,,,,
1927,6340,"Hausen am Albis, Baar, Neuheim",2.0,9.211920224770853e-05,0.09211920224770853,5.0,0.00023029800561927133,0.23029800561927133
1928,6343,Risch,,,,,,
1929,6344,Meierskappel,,,,,,
1930,6345,"Baar, Neuheim",,,,,,
1931,6353,Weggis,,,,1.0,0.0002363507445048452,0.2363507445048452
1932,6354,"Vitznau, Weggis, Gersau",,,,,,
1933,6356,"Vitznau, Weggis, Arth",,,,,,
1934,6362,"Ennetmoos, Stansstad",,,,2.0,0.0005689900426742532,0.5689900426742532
1935,6363,"Ennetbürgen, Stansstad",,,,,,
1936,6365,Stansstad,,,,,,
1937,6370,"Oberdorf (NW), Stans",,,,,,
1938,6372,Ennetmoos,,,,1.0,0.0004789272030651341,0.4789272030651341
1939,6373,Ennetbürgen,,,,2.0,0.0004506534474988734,0.45065344749887337
1940,6374,"Buochs, Ennetbürgen, Oberdorf (NW)",,,,3.0,0.0005514705882352941,0.5514705882352942
1941,6375,Beckenried,,,,2.0,0.0005841121495327102,0.5841121495327103
1942,6376,"Beckenried, Emmetten",,,,,,
1943,6377,"Seelisberg, Emmetten",,,,,,
1944,6382,Oberdorf (NW),,,,,,
1945,6383,"Dallenwil, Oberdorf (NW), Wolfenschiessen",,,,,,
1946,6386,"Dallenwil, Wolfenschiessen",,,,,,
1947,6387,Wolfenschiessen,,,,,,
1948,6388,"Engelberg, Wolfenschiessen",,,,,,
1949,6390,"Attinghausen, Engelberg, Wolfenschiessen",,,,1.0,0.0002509410288582183,0.2509410288582183
1950,6402,Küssnacht (SZ),,,,,,
1951,6403,Küssnacht (SZ),2.0,0.00022825838849577722,0.22825838849577723,3.0,0.0003423875827436658,0.3423875827436658
1952,6404,Greppen,,,,,,
1953,6405,Küssnacht (SZ),,,,,,
1954,6410,"Gersau, Arth",,,,1.0,0.00016661112962345885,0.16661112962345886
1955,6414,Arth,,,,,,
1956,6415,Arth,,,,2.0,0.0005861664712778429,0.5861664712778428
1957,6416,"Arth, Steinerberg",,,,,,
1958,6417,"Sattel, Schwyz, Oberägeri",4.0,0.002107481559536354,2.107481559536354,,,
1959,6418,"Rothenthurm, Sattel, Oberägeri",,,,,,
1960,6422,Steinen,,,,,,
1961,6423,"Ingenbohl, Schwyz",,,,,,
1962,6424,Lauerz,,,,,,
1963,6430,"Alpthal, Schwyz",,,,6.0,0.0009655616350177019,0.9655616350177019
1964,6432,"Alpthal, Schwyz",,,,,,
1965,6433,"Morschach, Muotathal",,,,,,
1966,6434,Illgau,,,,,,
1967,6436,Muotathal,,,,,,
1968,6438,Schwyz,,,,1.0,0.00023046784973496196,0.23046784973496195
1969,6440,"Ingenbohl, Morschach",3.0,0.000346860908775581,0.346860908775581,,,
1970,6441,Seelisberg,,,,,,
1971,6442,Gersau,,,,,,
1972,6443,Morschach,,,,,,
1973,6452,"Sisikon, Morschach, Riemenstalden",,,,,,
1974,6454,Flüelen,,,,,,
1975,6460,"Altdorf (UR), Bürglen (UR), Flüelen",1.0,9.916699722332408e-05,0.09916699722332407,,,
1976,6461,Isenthal,,,,,,
1977,6462,Seedorf (UR),,,,,,
1978,6463,Bürglen (UR),,,,,,
1979,6464,"Bürglen (UR), Spiringen",,,,,,
1980,6465,Unterschächen,,,,,,
1981,6466,Bauen,,,,,,
1982,6467,Schattdorf,,,,,,
1983,6468,Attinghausen,,,,,,
1984,6469,"Bürglen (UR), Schattdorf",,,,,,
1985,6472,Erstfeld,,,,,,
1986,6473,"Gurtnellen, Silenen",,,,,,
1987,6474,"Gurtnellen, Silenen",,,,,,
1988,6475,Silenen,,,,,,
1989,6476,"Gurtnellen, Silenen",,,,,,
1990,6482,"Gurtnellen, Wassen",,,,,,
1991,6484,Wassen,,,,,,
1992,6485,Wassen,,,,,,
1993,6487,Göschenen,,,,,,
1994,6490,Andermatt,,,,,,
1995,6491,Realp,,,,,,
1996,6493,Hospental,,,,,,
1997,6500,"Arbedo-Castione, Bellinzona, Giubiasco",,,,,,
1998,6503,Bellinzona,,,,,,
1999,6512,Giubiasco,,,,,,
2000,6513,Monte Carasso,,,,,,
2001,6514,Sementina,,,,,,
2002,6515,"Gudo, Sant'Antonino",,,,,,
2003,6516,"Locarno, Cugnasco-Gerra",,,,,,
2004,6517,Arbedo-Castione,,,,,,
2005,6518,Gorduno,,,,,,
2006,6523,Preonzo,,,,,,
2007,6524,Moleno,,,,,,
2008,6525,Gnosca,,,,,,
2009,6526,Lodrino,,,,,,
2010,6527,Lodrino,,,,,,
2011,6528,"Camorino, Sant'Antonino, Gambarogno",,,,,,
2012,6532,"Arbedo-Castione, Lumino",,,,,,
2013,6533,Lumino,,,,,,
2014,6534,San Vittore,,,,,,
2015,6535,Roveredo (GR),,,,,,
2016,6537,"Castaneda, Grono",,,,,,
2017,6538,Verdabbio,,,,,,
2018,6540,Castaneda,,,,,,
2019,6541,Santa Maria in Calanca,,,,,,
2020,6542,Buseno,,,,,,
2021,6543,Calanca,,,,,,
2022,6544,Calanca,,,,,,
2023,6545,Calanca,,,,,,
2024,6546,"Rossa, Calanca",,,,,,
2025,6547,Rossa,,,,,,
2026,6548,Rossa,,,,,,
2027,6556,Leggia,,,,,,
2028,6557,"Cama, Verdabbio",,,,,,
2029,6558,Lostallo,,,,,,
2030,6562,Soazza,,,,,,
2031,6563,Mesocco,,,,,,
2032,6565,Mesocco,,,,,,
2033,6571,Gambarogno,,,,,,
2034,6572,"Locarno, Gambarogno",,,,,,
2035,6573,Gambarogno,,,,,,
2036,6574,Gambarogno,,,,,,
2037,6575,Gambarogno,,,,,,
2038,6576,Gambarogno,,,,,,
2039,6577,Gambarogno,,,,,,
2040,6578,Gambarogno,,,,,,
2041,6579,Gambarogno,,,,,,
2042,6582,"Bellinzona, Pianezzo",,,,,,
2043,6583,Sant'Antonio,,,,,,
2044,6584,Sant'Antonio,,,,,,
2045,6592,"Giubiasco, Sant'Antonino",,,,,,
2046,6593,"Cadenazzo, Sant'Antonino",,,,,,
2047,6594,"Locarno, Cugnasco-Gerra, Gambarogno",,,,,,
2048,6595,"Lavertezzo, Locarno, Cugnasco-Gerra",,,,,,
2049,6596,"Gordola, Locarno",,,,,,
2050,6597,Cugnasco-Gerra,,,,,,
2051,6598,"Minusio, Tenero-Contra",,,,,,
2052,6599,Cadenazzo,,,,,,
2053,6600,"Locarno, Minusio, Muralto, Orselina",1.0,5.9063256747977086e-05,0.059063256747977085,,,
2054,6605,"Locarno, Orselina",,,,,,
2055,6611,"Gresso, Mosogno, Onsernone",,,,,,
2056,6612,"Ascona, Locarno",,,,,,
2057,6613,Ronco sopra Ascona,,,,,,
2058,6614,Brissago,1.0,0.0005555555555555556,0.5555555555555556,,,
2059,6616,Losone,,,,,,
2060,6618,"Losone, Ronco sopra Ascona",,,,,,
2061,6622,Ronco sopra Ascona,,,,,,
2062,6631,Corippo,,,,,,
2063,6632,Vogorno,,,,,,
2064,6633,Lavertezzo,,,,,,
2065,6634,Brione (Verzasca),,,,,,
2066,6635,Cugnasco-Gerra,,,,,,
2067,6636,Frasco,,,,,,
2068,6637,Sonogno,,,,,,
2069,6644,"Minusio, Orselina",,,,,,
2070,6645,"Brione sopra Minusio, Minusio",,,,,,
2071,6646,"Brione sopra Minusio, Minusio, Tenero-Contra",,,,,,
2072,6647,Mergoscia,,,,,,
2073,6648,Minusio,,,,,,
2074,6652,"Locarno, Terre di Pedemonte",,,,,,
2075,6653,Terre di Pedemonte,,,,,,
2076,6654,Terre di Pedemonte,,,,,,
2077,6655,Centovalli,,,,1.0,0.001658374792703151,1.658374792703151
2078,6656,Centovalli,,,,,,
2079,6657,Centovalli,,,,,,
2080,6658,Centovalli,,,,,,
2081,6659,Centovalli,,,,,,
2082,6661,Isorno,,,,,,
2083,6662,Onsernone,,,,,,
2084,6663,Onsernone,,,,,,
2085,6664,Vergeletto,,,,,,
2086,6670,Avegno Gordevio,,,,,,
2087,6672,Avegno Gordevio,,,,,,
2088,6673,Maggia,,,,,,
2089,6674,Maggia,,,,,,
2090,6675,Cevio,,,,,,
2091,6676,Cevio,,,,,,
2092,6677,Maggia,,,,,,
2093,6678,Maggia,,,,,,
2094,6682,Linescio,,,,,,
2095,6683,"Campo (Vallemaggia), Cerentino",,,,,,
2096,6684,Campo (Vallemaggia),,,,,,
2097,6685,Bosco/Gurin,,,,,,
2098,6690,Cevio,,,,,,
2099,6692,Lavizzara,,,,,,
2100,6693,Lavizzara,,,,,,
2101,6694,Lavizzara,,,,,,
2102,6695,Lavizzara,,,,,,
2103,6696,Lavizzara,,,,,,
2104,6702,Claro,,,,,,
2105,6703,Osogna,,,,,,
2106,6705,Cresciano,,,,,,
2107,6707,Iragna,,,,,,
2108,6710,Biasca,,,,,,
2109,6713,Serravalle,,,,,,
2110,6714,Serravalle,,,,,,
2111,6715,Acquarossa,,,,,,
2112,6716,Acquarossa,,,,,,
2113,6717,Blenio,,,,,,
2114,6718,Blenio,,,,,,
2115,6719,Blenio,,,,,,
2116,6720,Blenio,,,,,,
2117,6721,"Acquarossa, Serravalle",,,,,,
2118,6722,Acquarossa,,,,,,
2119,6723,Acquarossa,,,,,,
2120,6724,Acquarossa,,,,,,
2121,6742,Pollegio,,,,,,
2122,6743,Bodio,,,,,,
2123,6744,Personico,,,,,,
2124,6745,Giornico,,,,,,
2125,6746,Faido,,,,,,
2126,6747,Faido,,,,,,
2127,6748,Faido,,,,,,
2128,6749,"Faido, Sobrio",,,,,,
2129,6760,Faido,,,,,,
2130,6763,Faido,,,,,,
2131,6764,Faido,,,,,,
2132,6772,Prato (Leventina),,,,,,
2133,6773,Prato (Leventina),,,,,,
2134,6774,Dalpe,,,,,,
2135,6775,Quinto,,,,,,
2136,6776,Quinto,,,,,,
2137,6777,Quinto,,,,,,
2138,6780,Airolo,,,,,,
2139,6781,Bedretto,,,,,,
2140,6802,Monteceneri,,,,,,
2141,6803,Monteceneri,,,,,,
2142,6804,Monteceneri,,,,,,
2143,6805,Mezzovico-Vira,,,,,,
2144,6806,Monteceneri,,,,,,
2145,6807,Torricella-Taverne,,,,,,
2146,6808,Torricella-Taverne,,,,,,
2147,6809,Monteceneri,,,,,,
2148,6810,Isone,,,,,,
2149,6814,"Cadempino, Lamone",,,,,,
2150,6815,Melide,,,,,,
2151,6816,Bissone,,,,,,
2152,6817,Maroggia,,,,,,
2153,6818,Melano,,,,,,
2154,6821,Rovio,,,,,,
2155,6822,Arogno,,,,,,
2156,6823,"Arogno, Lugano",,,,,,
2157,6825,"Castel San Pietro, Mendrisio",,,,,,
2158,6826,Riva San Vitale,,,,,,
2159,6827,Brusino Arsizio,,,,,,
2160,6828,"Balerna, Coldrerio",,,,1.0,0.00029394473838918284,0.29394473838918284
2161,6830,Chiasso,,,,,,
2162,6832,Chiasso,,,,,,
2163,6833,"Morbio Inferiore, Vacallo",,,,,,
2164,6834,Morbio Inferiore,,,,,,
2165,6835,"Morbio Inferiore, Breggia",,,,,,
2166,6837,Breggia,,,,,,
2167,6838,Breggia,,,,,,
2168,6839,Breggia,,,,,,
2169,6850,"Castel San Pietro, Mendrisio",,,,,,
2170,6852,"Mendrisio, Novazzano",,,,,,
2171,6853,"Mendrisio, Stabio",,,,,,
2172,6854,Stabio,,,,,,
2173,6855,Stabio,,,,,,
2174,6862,Mendrisio,,,,,,
2175,6863,Mendrisio,,,,,,
2176,6864,Mendrisio,,,,,,
2177,6865,Mendrisio,,,,,,
2178,6866,Mendrisio,,,,,,
2179,6872,"Castel San Pietro, Mendrisio",,,,,,
2180,6873,Castel San Pietro,,,,,,
2181,6874,Castel San Pietro,,,,,,
2182,6875,Castel San Pietro,,,,,,
2183,6877,"Castel San Pietro, Coldrerio",,,,,,
2184,6883,Novazzano,,,,,,
2185,6900,"Lugano, Massagno, Paradiso",,,,,,
2186,6912,Lugano,,,,,,
2187,6913,Lugano,,,,,,
2188,6914,Lugano,,,,,,
2189,6915,"Lugano, Collina d'Oro",,,,,,
2190,6916,"Grancia, Lugano",,,,,,
2191,6917,Lugano,,,,,,
2192,6918,"Lugano, Morcote",,,,,,
2193,6919,Collina d'Oro,,,,,,
2194,6921,Vico Morcote,,,,,,
2195,6922,Morcote,,,,,,
2196,6924,"Lugano, Sorengo",,,,,,
2197,6925,"Lugano, Collina d'Oro",,,,,,
2198,6926,Collina d'Oro,,,,,,
2199,6927,Collina d'Oro,,,,,,
2200,6928,"Bioggio, Manno",,,,,,
2201,6929,Gravesano,,,,,,
2202,6930,Bedano,,,,,,
2203,6932,"Lugano, Muzzano",,,,,,
2204,6933,"Bioggio, Lugano, Muzzano",1.0,0.0011111111111111111,1.1111111111111112,,,
2205,6934,"Agno, Bioggio, Cademario, Manno",,,,,,
2206,6935,Bioggio,,,,,,
2207,6936,Cademario,,,,,,
2208,6937,Alto Malcantone,,,,,,
2209,6938,Alto Malcantone,,,,,,
2210,6939,Alto Malcantone,,,,,,
2211,6942,"Porza, Savosa",,,,,,
2212,6943,Vezia,,,,,,
2213,6944,"Comano, Cureglia",,,,,,
2214,6945,"Origlio, Ponte Capriasca",,,,,,
2215,6946,Ponte Capriasca,,,,,,
2216,6947,Capriasca,,,,,,
2217,6948,"Porza, Savosa",,,,,,
2218,6949,Comano,,,,,,
2219,6950,Capriasca,,,,,,
2220,6951,"Lugano, Capriasca",,,,,,
2221,6952,"Canobbio, Comano, Porza",,,,,,
2222,6953,Capriasca,,,,,,
2223,6954,Capriasca,,,,,,
2224,6955,Capriasca,,,,,,
2225,6956,Capriasca,,,,,,
2226,6957,Capriasca,,,,,,
2227,6958,Capriasca,,,,,,
2228,6959,Lugano,,,,,,
2229,6962,Lugano,,,,,,
2230,6963,"Cureglia, Lugano",,,,,,
2231,6964,Lugano,,,,,,
2232,6965,Lugano,,,,,,
2233,6966,Lugano,,,,,,
2234,6967,Lugano,,,,,,
2235,6968,Lugano,,,,,,
2236,6974,Lugano,,,,,,
2237,6976,Lugano,,,,,,
2238,6977,Lugano,,,,,,
2239,6978,Lugano,,,,,,
2240,6979,Lugano,,,,,,
2241,6980,Croglio,,,,,,
2242,6981,"Bedigliora, Croglio, Curio",,,,,,
2243,6982,"Agno, Bioggio",,,,,,
2244,6983,"Magliaso, Neggio",,,,,,
2245,6984,Pura,,,,,,
2246,6986,"Curio, Miglieglia, Novaggio",,,,,,
2247,6987,Caslano,,,,,,
2248,6988,Ponte Tresa,,,,,,
2249,6989,Croglio,,,,,,
2250,6990,"Agno, Vernate",,,,,,
2251,6991,Neggio,,,,,,
2252,6992,"Bioggio, Cademario, Vernate",,,,,,
2253,6993,"Bioggio, Vernate",,,,,,
2254,6994,Aranno,,,,,,
2255,6995,"Croglio, Monteggio",,,,,,
2256,6996,Monteggio,,,,,,
2257,6997,"Monteggio, Sessa",,,,,,
2258,6998,Monteggio,,,,,,
2259,6999,Astano,,,,,,
2260,7000,"Chur, Churwalden, Trimmis",,,,,,
2261,7012,"Domat/Ems, Felsberg",,,,,,
2262,7013,Domat/Ems,,,,1.0,0.00012939958592132506,0.12939958592132506
2263,7014,Trin,,,,,,
2264,7015,"Domat/Ems, Tamins",,,,,,
2265,7016,Trin,,,,,,
2266,7017,Flims,,,,,,
2267,7018,Flims,,,,,,
2268,7019,Flims,,,,,,
2269,7023,Haldenstein,,,,,,
2270,7026,Maladers,,,,,,
2271,7027,Arosa,,,,,,
2272,7028,Arosa,,,,,,
2273,7029,Arosa,,,,,,
2274,7031,Laax,,,,,,
2275,7032,Laax,,,,,,
2276,7050,Arosa,,,,,,
2277,7056,Arosa,,,,,,
2278,7057,Arosa,,,,,,
2279,7058,Arosa,,,,,,
2280,7062,"Chur, Churwalden",,,,,,
2281,7063,Tschiertschen-Praden,,,,,,
2282,7064,Tschiertschen-Praden,,,,,,
2283,7074,Churwalden,,,,,,
2284,7075,Churwalden,,,,,,
2285,7076,"Vaz/Obervaz, Churwalden",,,,,,
2286,7077,Vaz/Obervaz,,,,,,
2287,7078,Vaz/Obervaz,,,,1.0,0.0006635700066357001,0.6635700066357001
2288,7082,Vaz/Obervaz,,,,,,
2289,7083,Lantsch/Lenz,,,,,,
2290,7084,Albula/Alvra,,,,,,
2291,7104,"Safiental, Flims",,,,,,
2292,7106,Safiental,,,,,,
2293,7107,Safiental,,,,,,
2294,7109,Safiental,,,,,,
2295,7110,Lumnezia,,,,,,
2296,7111,Ilanz/Glion,,,,,,
2297,7112,Ilanz/Glion,,,,,,
2298,7113,Lumnezia,,,,,,
2299,7114,Lumnezia,,,,,,
2300,7115,Lumnezia,,,,,,
2301,7116,"Vals, Lumnezia",,,,,,
2302,7122,Safiental,,,,,,
2303,7126,Ilanz/Glion,,,,,,
2304,7127,Ilanz/Glion,,,,,,
2305,7128,Ilanz/Glion,,,,,,
2306,7130,Ilanz/Glion,,,,,,
2307,7132,Vals,,,,,,
2308,7133,,,,,,,
2309,7134,"Breil/Brigels, Obersaxen Mundaun",,,,,,
2310,7135,,,,,,,
2311,7136,,,,,,,
2312,7137,Obersaxen Mundaun,,,,,,
2313,7138,Obersaxen Mundaun,,,,,,
2314,7141,Ilanz/Glion,,,,,,
2315,7142,Lumnezia,,,,,,
2316,7143,Lumnezia,,,,,,
2317,7144,"Lumnezia, Ilanz/Glion",,,,,,
2318,7145,Lumnezia,,,,,,
2319,7146,Lumnezia,,,,,,
2320,7147,Lumnezia,,,,,,
2321,7148,Lumnezia,,,,,,
2322,7149,Lumnezia,,,,,,
2323,7151,Schluein,,,,,,
2324,7152,Sagogn,,,,,,
2325,7153,Falera,,,,,,
2326,7154,Ilanz/Glion,,,,,,
2327,7155,Ilanz/Glion,,,,,,
2328,7156,Ilanz/Glion,,,,,,
2329,7157,Ilanz/Glion,,,,,,
2330,7158,Waltensburg/Vuorz,,,,,,
2331,7159,Andiast,,,,,,
2332,7162,Breil/Brigels,,,,,,
2333,7163,Breil/Brigels,,,,,,
2334,7164,Breil/Brigels,,,,,,
2335,7165,Breil/Brigels,,,,,,
2336,7166,Trun,,,,,,
2337,7167,Trun,,,,,,
2338,7168,Trun,,,,,,
2339,7172,"Sumvitg, Trun",,,,,,
2340,7173,Sumvitg,,,,,,
2341,7174,Sumvitg,,,,,,
2342,7175,Sumvitg,,,,,,
2343,7176,Sumvitg,,,,,,
2344,7180,Disentis/Mustér,,,,,,
2345,7182,Disentis/Mustér,,,,,,
2346,7183,Disentis/Mustér,,,,,,
2347,7184,Medel (Lucmagn),,,,,,
2348,7185,Medel (Lucmagn),,,,,,
2349,7186,Disentis/Mustér,,,,,,
2350,7187,Tujetsch,,,,,,
2351,7188,Tujetsch,,,,,,
2352,7189,Tujetsch,,,,,,
2353,7201,Zizers,,,,,,
2354,7202,Trimmis,,,,,,
2355,7203,Trimmis,,,,1.0,0.00034305317324185246,0.34305317324185247
2356,7204,"Untervaz, Landquart",,,,,,
2357,7205,Zizers,,,,,,
2358,7206,Landquart,,,,,,
2359,7208,Malans,,,,,,
2360,7212,Seewis im Prättigau,,,,,,
2361,7213,Grüsch,,,,,,
2362,7214,"Grüsch, Schiers",,,,,,
2363,7215,"Grüsch, Seewis im Prättigau",,,,,,
2364,7220,Schiers,,,,1.0,0.00045558086560364467,0.4555808656036447
2365,7222,"Luzein, Schiers",,,,,,
2366,7223,Luzein,,,,,,
2367,7224,Luzein,,,,,,
2368,7226,"Luzein, Schiers",,,,,,
2369,7228,Schiers,,,,,,
2370,7231,Jenaz,,,,,,
2371,7232,"Furna, Jenaz",,,,,,
2372,7233,Jenaz,,,,,,
2373,7235,Fideris,,,,,,
2374,7240,"Küblis, Luzein",,,,,,
2375,7241,Conters im Prättigau,,,,,,
2376,7242,Luzein,,,,,,
2377,7243,Luzein,,,,,,
2378,7244,Luzein,,,,,,
2379,7245,Luzein,,,,,,
2380,7246,Luzein,,,,,,
2381,7247,"Klosters-Serneus, Küblis",,,,,,
2382,7249,"Klosters-Serneus, Conters im Prättigau",,,,,,
2383,7250,Klosters-Serneus,,,,,,
2384,7252,Klosters-Serneus,,,,,,
2385,7260,Davos,,,,,,
2386,7265,"Davos, Klosters-Serneus",,,,,,
2387,7270,Davos,,,,3.0,0.0004899559039686428,0.4899559039686428
2388,7272,Davos,,,,,,
2389,7276,Davos,,,,,,
2390,7277,Davos,,,,,,
2391,7278,Davos,1.0,0.006172839506172839,6.172839506172839,,,
2392,7302,"Maienfeld, Landquart",,,,,,
2393,7303,Landquart,,,,,,
2394,7304,"Fläsch, Maienfeld",,,,,,
2395,7306,Fläsch,,,,,,
2396,7307,Jenins,,,,,,
2397,7310,Bad Ragaz,,,,,,
2398,7312,Pfäfers,,,,,,
2399,7313,"Pfäfers, Landquart",,,,,,
2400,7314,Pfäfers,,,,,,
2401,7315,"Pfäfers, Tamins",,,,,,
2402,7317,"Bad Ragaz, Pfäfers",,,,,,
2403,7320,Sargans,,,,,,
2404,7323,Vilters-Wangs,,,,1.0,0.00039984006397441024,0.39984006397441024
2405,7324,Vilters-Wangs,,,,,,
2406,7325,Mels,,,,,,
2407,7326,Mels,,,,,,
2408,7402,"Safiental, Bonaduz",,,,1.0,0.0003223726627981947,0.3223726627981947
2409,7403,Rhäzüns,,,,,,
2410,7404,Domleschg,,,,,,
2411,7405,"Rothenbrunnen, Cazis",,,,,,
2412,7407,Domleschg,,,,,,
2413,7408,Cazis,,,,,,
2414,7411,Sils im Domleschg,,,,,,
2415,7412,Scharans,,,,,,
2416,7413,"Fürstenau, Scharans",,,,,,
2417,7414,Fürstenau,,,,,,
2418,7415,"Cazis, Domleschg",,,,,,
2419,7416,Domleschg,,,,,,
2420,7417,Domleschg,,,,,,
2421,7418,Domleschg,,,,,,
2422,7419,Domleschg,,,,,,
2423,7421,"Cazis, Masein",,,,,,
2424,7422,Cazis,,,,,,
2425,7423,Cazis,,,,,,
2426,7424,Cazis,,,,,,
2427,7425,Masein,,,,,,
2428,7426,Flerden,,,,,,
2429,7427,Urmein,,,,,,
2430,7428,Tschappina,,,,,,
2431,7430,"Thusis, Rongellen",,,,,,
2432,7431,Mutten,,,,,,
2433,7432,Zillis-Reischen,,,,,,
2434,7433,"Casti-Wergenstein, Donat, Lohn (GR), Mathon",,,,,,
2435,7434,Sufers,,,,,,
2436,7435,Splügen,,,,,,
2437,7436,Splügen,,,,,,
2438,7437,Nufenen,,,,,,
2439,7438,Hinterrhein,,,,,,
2440,7440,Andeer,,,,,,
2441,7442,Andeer,,,,,,
2442,7443,Andeer,,,,,,
2443,7444,Ferrera,,,,,,
2444,7445,Ferrera,,,,,,
2445,7446,Avers,,,,,,
2446,7447,Avers,,,,,,
2447,7448,Avers,,,,,,
2448,7450,"Vaz/Obervaz, Albula/Alvra",,,,,,
2449,7451,Albula/Alvra,,,,,,
2450,7452,Surses,,,,,,
2451,7453,Surses,,,,,,
2452,7454,Surses,,,,,,
2453,7455,Surses,,,,,,
2454,7456,Surses,,,,,,
2455,7457,Surses,,,,,,
2456,7458,Albula/Alvra,,,,,,
2457,7459,Albula/Alvra,,,,,,
2458,7460,Surses,,,,,,
2459,7462,Surses,,,,,,
2460,7463,Surses,,,,,,
2461,7464,Surses,,,,,,
2462,7472,Albula/Alvra,,,,,,
2463,7473,Albula/Alvra,,,,,,
2464,7477,Filisur,,,,,,
2465,7482,Bergün/Bravuogn,,,,,,
2466,7484,Bergün/Bravuogn,,,,,,
2467,7492,Albula/Alvra,,,,,,
2468,7493,Schmitten (GR),,,,,,
2469,7494,"Filisur, Davos",,,,,,
2470,7500,"Celerina/Schlarigna, St. Moritz",,,,,,
2471,7502,Bever,,,,,,
2472,7503,Samedan,,,,,,
2473,7504,"Celerina/Schlarigna, Pontresina, Samedan",,,,,,
2474,7505,Celerina/Schlarigna,,,,,,
2475,7512,"St. Moritz, Silvaplana",,,,,,
2476,7513,Silvaplana,,,,,,
2477,7514,Sils im Engadin/Segl,,,,,,
2478,7515,Sils im Engadin/Segl,,,,,,
2479,7516,Bregaglia,,,,,,
2480,7517,Sils im Engadin/Segl,,,,,,
2481,7522,La Punt-Chamues-ch,,,,,,
2482,7523,Madulain,,,,,,
2483,7524,Zuoz,,,,,,
2484,7525,S-chanf,,,,,,
2485,7526,S-chanf,,,,,,
2486,7527,Zernez,,,,,,
2487,7530,Zernez,,,,,,
2488,7532,Val Müstair,,,,,,
2489,7533,Val Müstair,,,,,,
2490,7534,Val Müstair,,,,,,
2491,7535,Val Müstair,,,,,,
2492,7536,Val Müstair,,,,,,
2493,7537,Val Müstair,,,,,,
2494,7542,Zernez,,,,,,
2495,7543,Zernez,,,,,,
2496,7545,Scuol,,,,,,
2497,7546,Scuol,,,,,,
2498,7550,Scuol,,,,,,
2499,7551,Scuol,,,,,,
2500,7552,Scuol,,,,,,
2501,7553,Scuol,,,,,,
2502,7554,Scuol,,,,,,
2503,7556,Valsot,,,,,,
2504,7557,Valsot,,,,,,
2505,7558,Valsot,,,,,,
2506,7559,Valsot,,,,,,
2507,7560,Valsot,,,,,,
2508,7562,Samnaun,,,,,,
2509,7563,Samnaun,,,,,,
2510,7602,Bregaglia,,,,,,
2511,7603,Bregaglia,,,,,,
2512,7604,Bregaglia,,,,,,
2513,7605,Bregaglia,,,,,,
2514,7606,Bregaglia,,,,,,
2515,7608,Bregaglia,,,,,,
2516,7610,Bregaglia,,,,,,
2517,7710,Poschiavo,,,,,,
2518,7741,Poschiavo,,,,,,
2519,7742,Poschiavo,,,,,,
2520,7743,"Brusio, Poschiavo",,,,,,
2521,7744,Brusio,,,,,,
2522,7745,Poschiavo,,,,,,
2523,7746,Poschiavo,,,,,,
2524,7747,Brusio,,,,,,
2525,7748,Brusio,,,,,,
2526,8000,,,,,,,
2527,8001,Zürich,12.0,0.0023359937706832782,2.3359937706832783,2.0,0.0003893322951138797,0.38933229511387973
2528,8002,Zürich,1.0,0.00011402508551881414,0.11402508551881414,,,
2529,8003,Zürich,2.0,0.00010342866008170864,0.10342866008170865,1.0,5.171433004085432e-05,0.05171433004085432
2530,8004,Zürich,19.0,0.0007171705733590005,0.7171705733590005,3.0,0.00011323745895142112,0.11323745895142112
2531,8005,Zürich,3.0,0.00022099447513812155,0.22099447513812154,2.0,0.00014732965009208102,0.14732965009208102
2532,8006,Zürich,2.0,0.00011557353366079168,0.11557353366079168,,,
2533,8008,Zürich,8.0,0.0005175313753396299,0.5175313753396299,1.0,6.469142191745374e-05,0.06469142191745374
2534,8032,Zürich,2.0,0.00011370743078060151,0.11370743078060151,1.0,5.6853715390300756e-05,0.056853715390300756
2535,8037,Zürich,1.0,6.656903208627346e-05,0.06656903208627346,3.0,0.0001997070962588204,0.19970709625882038
